"region","records","retained_records","children","retained_children","deaths","retained_deaths","vaccine_missing_records","baseline","survey","country"
"NAM:NM41FL:kunene",164,0,122,0,2,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:ohangwena",130,0,103,0,2,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:kavango",118,0,90,0,2,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:omaheke",156,0,122,0,1,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:omusati",95,0,75,0,4,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:oshana",92,0,70,0,1,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:oshikoto",101,0,82,0,4,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:otjozondjupa",147,0,112,0,2,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:khomas",94,0,76,0,2,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM51FL:caprivi",1868,1868,583,583,31,31,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:erongo",1602,1602,480,480,22,22,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:kavango",3499,3499,1094,1094,39,39,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:khomas",2804,2804,845,845,23,23,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:kunene",1676,1676,484,484,11,11,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:ohangwena",2880,2880,895,895,41,41,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:omaheke",1636,1636,499,499,13,13,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:omusati",2390,2390,740,740,30,30,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:oshana",2511,2511,765,765,35,35,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:oshikoto",2711,2711,817,817,31,31,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:otjozondjupa",2589,2589,778,778,20,20,0,"previous_primary","NM51FL","NAM"
"NAM:NM51FL:caprivi",1879,1868,583,583,31,31,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:erongo",1616,1602,482,480,22,22,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:kavango",3520,3508,1100,1097,40,40,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:khomas",2821,2808,849,846,24,23,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:kunene",1683,1676,484,484,11,11,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:ohangwena",2899,2883,897,896,41,41,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:omaheke",1648,1636,499,499,13,13,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:omusati",2409,2390,746,740,30,30,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:oshana",2522,2511,767,765,35,35,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:oshikoto",2725,2711,819,817,32,31,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM51FL:otjozondjupa",2596,2589,779,778,20,20,0,"eligible_MAP","NM51FL","NAM"
"NAM:NM61FL:zambezi",2192,1730,651,610,28,23,462,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:khomas",2244,1774,661,633,11,7,470,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:omusati",2033,1586,610,578,11,7,447,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:oshana",1565,1218,460,435,8,6,347,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:omaheke",1963,1525,603,559,17,15,438,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:otjozondjupa",2224,1734,674,639,16,13,490,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:oshikoto",1928,1557,588,560,18,15,371,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:kavango",2858,2235,848,803,39,25,623,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:erongo",2149,1652,647,602,13,11,497,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:kunene",2458,1899,740,686,21,16,559,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:ohangwena",2567,2031,762,725,27,23,536,"previous_primary","NM61FL","NAM"
"NAM:NM61FL:zambezi",2192,1730,651,610,28,23,462,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:khomas",2248,1778,662,634,11,7,470,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:omusati",2033,1586,610,578,11,7,447,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:oshana",1565,1218,460,435,8,6,347,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:omaheke",1963,1525,603,559,17,15,438,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:otjozondjupa",2224,1734,674,639,16,13,490,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:oshikoto",1928,1557,588,560,18,15,371,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:kavango",2868,2243,851,806,39,25,625,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:erongo",2149,1652,647,602,13,11,497,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:kunene",2458,1899,740,686,21,16,559,"eligible_MAP","NM61FL","NAM"
"NAM:NM61FL:ohangwena",2567,2031,762,725,27,23,536,"eligible_MAP","NM61FL","NAM"
"NER:NI51FL:maradi",6877,0,2315,0,171,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:diffa",3699,0,1231,0,46,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:tillaberi",6152,0,2118,0,156,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:zinder",4965,0,1670,0,152,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:tahoua",6910,0,2349,0,193,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:niamey",4211,0,1427,0,80,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:agadez",3661,0,1211,0,53,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:dosso",6704,0,2312,0,198,0,0,"previous_primary","NI51FL","NER"
"NER:NI51FL:maradi",8314,0,2559,0,225,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:diffa",4431,0,1337,0,58,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:tillaberi",7389,0,2311,0,195,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:zinder",6069,0,1870,0,193,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:tahoua",8180,0,2562,0,245,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:niamey",5320,0,1577,0,100,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:agadez",4315,0,1287,0,61,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI51FL:dosso",8135,0,2496,0,251,0,0,"eligible_MAP","NI51FL","NER"
"NER:NI61FL:zinder",10565,8193,3209,3031,202,143,2372,"previous_primary","NI61FL","NER"
"NER:NI61FL:maradi",15257,11739,4626,4476,273,213,3518,"previous_primary","NI61FL","NER"
"NER:NI61FL:diffa",7009,5380,2030,1891,33,26,1629,"previous_primary","NI61FL","NER"
"NER:NI61FL:tahoua",11661,8992,3540,3350,190,139,2669,"previous_primary","NI61FL","NER"
"NER:NI61FL:dosso",9743,7423,2928,2749,229,167,2320,"previous_primary","NI61FL","NER"
"NER:NI61FL:tillaberi",9563,7293,2846,2656,230,182,2270,"previous_primary","NI61FL","NER"
"NER:NI61FL:niamey",5614,4431,1669,1647,69,61,1183,"previous_primary","NI61FL","NER"
"NER:NI61FL:agadez",3569,2734,1115,1035,24,18,835,"previous_primary","NI61FL","NER"
"NER:NI61FL:zinder",10577,8203,3213,3034,202,143,2374,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:maradi",15276,11754,4632,4481,273,213,3522,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:diffa",7047,5409,2040,1901,33,26,1638,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:tahoua",11682,9011,3545,3355,190,139,2671,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:dosso",9743,7423,2928,2749,229,167,2320,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:tillaberi",9581,7305,2852,2661,231,183,2276,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:niamey",5645,4454,1678,1656,69,61,1191,"eligible_MAP","NI61FL","NER"
"NER:NI61FL:agadez",3569,2734,1115,1035,24,18,835,"eligible_MAP","NI61FL","NER"
"NGA:NG4BFL:northcentral",2340,0,1341,0,61,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:northeast",3303,0,1918,0,122,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:northwest",4232,0,2379,0,149,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:southeast",1215,0,725,0,25,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:southwest",1447,0,840,0,28,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:southsouth",1257,0,741,0,37,0,0,"previous_primary","NG4BFL","NGA"
"NGA:NG4BFL:northcentral",3562,0,1365,0,85,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG4BFL:northeast",5088,0,1954,0,183,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG4BFL:northwest",6330,0,2415,0,213,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG4BFL:southeast",1890,0,745,0,37,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG4BFL:southwest",2171,0,853,0,35,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG4BFL:southsouth",1956,0,759,0,54,0,0,"eligible_MAP","NG4BFL","NGA"
"NGA:NG53FL:northwest",43879,43879,13350,13350,1263,1263,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:northeast",35659,35659,10883,10883,974,974,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:northcentral",28368,28368,8665,8665,545,545,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:southwest",18254,18254,5550,5550,246,246,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:southsouth",17749,17749,5408,5408,381,381,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:southeast",13013,13013,3999,3999,302,302,0,"previous_primary","NG53FL","NGA"
"NGA:NG53FL:northwest",43893,43893,13354,13354,1263,1263,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG53FL:northeast",35660,35660,10884,10884,974,974,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG53FL:northcentral",28430,28430,8685,8685,545,545,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG53FL:southwest",18254,18254,5550,5550,246,246,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG53FL:southsouth",17766,17766,5414,5414,383,383,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG53FL:southeast",13013,13013,3999,3999,302,302,0,"eligible_MAP","NG53FL","NGA"
"NGA:NG61FL:northcentral",5384,0,1624,0,119,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:northeast",6243,0,1882,0,159,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:northwest",7883,0,2295,0,191,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:southeast",3921,0,1161,0,81,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:southsouth",5233,0,1520,0,71,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:southwest",3224,0,962,0,42,0,0,"previous_primary","NG61FL","NGA"
"NGA:NG61FL:northcentral",5394,0,1627,0,119,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG61FL:northeast",6270,0,1891,0,159,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG61FL:northwest",8164,0,2376,0,196,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG61FL:southeast",3931,0,1164,0,81,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG61FL:southsouth",5257,0,1527,0,71,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG61FL:southwest",3250,0,969,0,42,0,0,"eligible_MAP","NG61FL","NGA"
"NGA:NG6AFL:northcentral",26300,26300,7836,7836,352,352,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:northeast",36885,36885,11133,11133,832,832,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:northwest",56214,56214,17038,17038,1503,1503,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:southeast",15340,15340,4659,4659,304,304,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:southsouth",21315,21315,6431,6431,284,284,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:southwest",21637,21637,6526,6526,273,273,0,"previous_primary","NG6AFL","NGA"
"NGA:NG6AFL:northcentral",26302,26302,7837,7837,352,352,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG6AFL:northeast",36895,36895,11135,11135,832,832,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG6AFL:northwest",56279,56279,17060,17060,1506,1506,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG6AFL:southeast",15342,15342,4660,4660,304,304,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG6AFL:southsouth",21315,21315,6431,6431,284,284,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG6AFL:southwest",21646,21646,6529,6529,273,273,0,"eligible_MAP","NG6AFL","NGA"
"NGA:NG7BFL:northcentral",34068,34068,10176,10176,553,553,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:northeast",41011,41011,12401,12401,854,854,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:northwest",58687,58687,17731,17731,1710,1710,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:southeast",22174,22174,6518,6518,267,267,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:southsouth",18399,18399,5487,5487,204,204,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:southwest",20933,20933,6180,6180,216,216,0,"previous_primary","NG7BFL","NGA"
"NGA:NG7BFL:northcentral",34068,34068,10176,10176,553,553,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG7BFL:northeast",41011,41011,12401,12401,854,854,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG7BFL:northwest",58687,58687,17731,17731,1710,1710,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG7BFL:southeast",22174,22174,6518,6518,267,267,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG7BFL:southsouth",18399,18399,5487,5487,204,204,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG7BFL:southwest",20933,20933,6180,6180,216,216,0,"eligible_MAP","NG7BFL","NGA"
"NGA:NG8BFL:northwest",48630,48630,14639,14639,1038,1038,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:northeast",34077,34077,10218,10218,677,677,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:northcentral",29920,29920,8859,8859,348,348,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:southwest",14972,14972,4462,4462,108,108,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:southsouth",16004,16004,4744,4744,135,135,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:southeast",17842,17842,5240,5240,189,189,0,"previous_primary","NG8BFL","NGA"
"NGA:NG8BFL:northwest",48811,48630,14820,14639,1047,1038,0,"eligible_MAP","NG8BFL","NGA"
"NGA:NG8BFL:northeast",34196,34077,10337,10218,685,677,0,"eligible_MAP","NG8BFL","NGA"
"NGA:NG8BFL:northcentral",30037,29920,8976,8859,355,348,0,"eligible_MAP","NG8BFL","NGA"
"NGA:NG8BFL:southwest",15017,14972,4507,4462,110,108,0,"eligible_MAP","NG8BFL","NGA"
"NGA:NG8BFL:southsouth",16056,16004,4796,4744,135,135,0,"eligible_MAP","NG8BFL","NGA"
"NGA:NG8BFL:southeast",17903,17842,5301,5240,191,189,0,"eligible_MAP","NG8BFL","NGA"
"RWA:RW41FL:kigalicity",148,0,139,0,3,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:kigalirural",131,0,108,0,2,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:kibungo",121,0,100,0,5,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:butare",150,0,123,0,4,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:cyangugu",197,0,152,0,4,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:gikongoro",166,0,126,0,7,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:ruhengeri",302,0,223,0,9,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:gisenyi",222,0,162,0,8,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:kibuye",238,0,182,0,12,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:gitarama",201,0,156,0,6,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:byumba",163,0,132,0,7,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW41FL:umutara",157,0,115,0,5,0,0,"eligible_MAP","RW41FL","RWA"
"RWA:RW53FL:south",8723,0,3169,0,194,0,0,"previous_primary","RW53FL","RWA"
"RWA:RW53FL:east",8191,0,3037,0,261,0,0,"previous_primary","RW53FL","RWA"
"RWA:RW53FL:west",10107,0,3664,0,225,0,0,"previous_primary","RW53FL","RWA"
"RWA:RW53FL:cityofkigali",3291,0,1182,0,48,0,0,"previous_primary","RW53FL","RWA"
"RWA:RW53FL:north",6577,0,2381,0,110,0,0,"previous_primary","RW53FL","RWA"
"RWA:RW53FL:south",11032,0,3302,0,252,0,0,"eligible_MAP","RW53FL","RWA"
"RWA:RW53FL:east",10297,0,3191,0,335,0,0,"eligible_MAP","RW53FL","RWA"
"RWA:RW53FL:west",12716,0,3827,0,278,0,0,"eligible_MAP","RW53FL","RWA"
"RWA:RW53FL:cityofkigali",4180,0,1227,0,62,0,0,"eligible_MAP","RW53FL","RWA"
"RWA:RW53FL:north",8322,0,2490,0,146,0,0,"eligible_MAP","RW53FL","RWA"
"RWA:RW5AFL:cityofkigali",3114,0,922,0,40,0,0,"previous_primary","RW5AFL","RWA"
"RWA:RW5AFL:east",7121,0,2147,0,147,0,0,"previous_primary","RW5AFL","RWA"
"RWA:RW5AFL:north",4847,0,1445,0,65,0,0,"previous_primary","RW5AFL","RWA"
"RWA:RW5AFL:south",7180,0,2143,0,103,0,0,"previous_primary","RW5AFL","RWA"
"RWA:RW5AFL:west",8066,0,2429,0,112,0,0,"previous_primary","RW5AFL","RWA"
"RWA:RW5AFL:cityofkigali",3114,0,922,0,40,0,0,"eligible_MAP","RW5AFL","RWA"
"RWA:RW5AFL:east",7121,0,2147,0,147,0,0,"eligible_MAP","RW5AFL","RWA"
"RWA:RW5AFL:north",4857,0,1447,0,65,0,0,"eligible_MAP","RW5AFL","RWA"
"RWA:RW5AFL:south",7180,0,2143,0,103,0,0,"eligible_MAP","RW5AFL","RWA"
"RWA:RW5AFL:west",8066,0,2429,0,112,0,0,"eligible_MAP","RW5AFL","RWA"
"RWA:RW61FL:cityofkigali",5648,4332,1623,1544,46,31,1316,"previous_primary","RW61FL","RWA"
"RWA:RW61FL:south",13401,10419,3916,3685,141,107,2982,"previous_primary","RW61FL","RWA"
"RWA:RW61FL:west",12512,9687,3743,3536,138,112,2825,"previous_primary","RW61FL","RWA"
"RWA:RW61FL:north",8316,6533,2460,2324,102,83,1783,"previous_primary","RW61FL","RWA"
"RWA:RW61FL:east",13200,10228,3878,3663,181,148,2972,"previous_primary","RW61FL","RWA"
"RWA:RW61FL:cityofkigali",5648,4332,1623,1544,46,31,1316,"eligible_MAP","RW61FL","RWA"
"RWA:RW61FL:south",13401,10419,3916,3685,141,107,2982,"eligible_MAP","RW61FL","RWA"
"RWA:RW61FL:west",12512,9687,3743,3536,138,112,2825,"eligible_MAP","RW61FL","RWA"
"RWA:RW61FL:north",8316,6533,2460,2324,102,83,1783,"eligible_MAP","RW61FL","RWA"
"RWA:RW61FL:east",13200,10228,3878,3663,181,148,2972,"eligible_MAP","RW61FL","RWA"
"RWA:RW70FL:south",11502,11502,3510,3510,87,87,0,"previous_primary","RW70FL","RWA"
"RWA:RW70FL:east",11147,11147,3385,3385,97,97,0,"previous_primary","RW70FL","RWA"
"RWA:RW70FL:west",11294,11294,3411,3411,90,90,0,"previous_primary","RW70FL","RWA"
"RWA:RW70FL:cityofkigali",5257,5257,1600,1600,25,25,0,"previous_primary","RW70FL","RWA"
"RWA:RW70FL:north",6499,6499,2003,2003,36,36,0,"previous_primary","RW70FL","RWA"
"RWA:RW70FL:south",11514,11514,3514,3514,87,87,0,"eligible_MAP","RW70FL","RWA"
"RWA:RW70FL:east",11151,11151,3387,3387,97,97,0,"eligible_MAP","RW70FL","RWA"
"RWA:RW70FL:west",11309,11309,3416,3416,90,90,0,"eligible_MAP","RW70FL","RWA"
"RWA:RW70FL:cityofkigali",5258,5258,1601,1601,25,25,0,"eligible_MAP","RW70FL","RWA"
"RWA:RW70FL:north",6507,6507,2005,2005,36,36,0,"eligible_MAP","RW70FL","RWA"
"RWA:RW81FL:kigali",5463,5463,1597,1597,33,33,0,"previous_primary","RW81FL","RWA"
"RWA:RW81FL:south",10815,10815,3199,3199,81,81,0,"previous_primary","RW81FL","RWA"
"RWA:RW81FL:north",7331,7331,2120,2120,58,58,0,"previous_primary","RW81FL","RWA"
"RWA:RW81FL:east",11505,11505,3387,3387,83,83,0,"previous_primary","RW81FL","RWA"
"RWA:RW81FL:west",12024,12024,3484,3484,77,77,0,"previous_primary","RW81FL","RWA"
"RWA:RW81FL:kigali",5463,5463,1597,1597,33,33,0,"eligible_MAP","RW81FL","RWA"
"RWA:RW81FL:south",10815,10815,3199,3199,81,81,0,"eligible_MAP","RW81FL","RWA"
"RWA:RW81FL:north",7331,7331,2120,2120,58,58,0,"eligible_MAP","RW81FL","RWA"
"RWA:RW81FL:east",11505,11505,3387,3387,83,83,0,"eligible_MAP","RW81FL","RWA"
"RWA:RW81FL:west",12024,12024,3484,3484,77,77,0,"eligible_MAP","RW81FL","RWA"
"SEN:SN4AFL:diourbel",4919,0,1847,0,94,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:matam",4043,0,1536,0,54,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:fatick",3974,0,1512,0,68,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:dakar",3460,0,1308,0,43,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:saintlouis",3705,0,1423,0,56,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:tambacounda",4560,0,1683,0,103,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:louga",4438,0,1686,0,51,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:kaolack",5544,0,2137,0,121,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:ziguinchor",2782,0,1048,0,50,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:thies",4592,0,1729,0,65,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:kolda",4891,0,1828,0,132,0,0,"previous_primary","SN4AFL","SEN"
"SEN:SN4AFL:diourbel",6267,0,1929,0,125,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:matam",5160,0,1553,0,65,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:fatick",5077,0,1562,0,95,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:dakar",4436,0,1327,0,57,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:saintlouis",4744,0,1454,0,66,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:tambacounda",5819,0,1773,0,137,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:louga",5620,0,1718,0,64,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:kaolack",7171,0,2186,0,152,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:ziguinchor",3543,0,1085,0,60,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:thies",5871,0,1797,0,88,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN4AFL:kolda",6220,0,1908,0,170,0,0,"eligible_MAP","SN4AFL","SEN"
"SEN:SN5AFL:dakar",4860,0,1445,0,34,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:diourbel",6340,0,1847,0,78,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:fatick",5672,0,1700,0,91,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:kaolack",19860,0,5932,0,316,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:kolda",12579,0,3686,0,226,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:louga",5683,0,1713,0,89,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:matam",6143,0,1855,0,106,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:saintlouis",11458,0,3460,0,160,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:tambacounda",5789,0,1725,0,113,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:thies",5160,0,1544,0,50,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:ziguinchor",3513,0,1064,0,36,0,0,"previous_primary","SN5AFL","SEN"
"SEN:SN5AFL:dakar",4917,0,1461,0,34,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:diourbel",6366,0,1854,0,78,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:fatick",5682,0,1703,0,91,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:kaolack",19896,0,5943,0,316,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:kolda",12634,0,3703,0,226,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:louga",5683,0,1713,0,89,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:matam",6207,0,1873,0,108,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:saintlouis",11462,0,3461,0,160,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:tambacounda",5789,0,1725,0,113,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:thies",5183,0,1549,0,50,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN5AFL:ziguinchor",3523,0,1067,0,36,0,0,"eligible_MAP","SN5AFL","SEN"
"SEN:SN61FL:fatick",4896,4896,1505,1505,48,48,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:matam",4630,4630,1384,1384,50,50,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:diourbel",5924,5924,1792,1792,74,74,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:saintlouis",4415,4415,1323,1323,46,46,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:louga",5118,5118,1562,1562,61,61,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:thies",5139,5139,1581,1581,42,42,0,"previous_primary","SN61FL","SEN"
"SEN:SN61FL:kaffrine",5209,5209,1632,1632,65,65,0,"previous_primary","SN61FL","SEN"
