"region","records","retained_records","children","retained_children","deaths","retained_deaths","vaccine_missing_records","baseline","survey","country"
"ETH:ET51FL:addisababa",1804,0,677,0,21,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:harari",2110,0,795,0,29,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:somali",3047,0,1192,0,48,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:benishangulgumuz",3045,0,1150,0,59,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:oromiya",8518,0,3189,0,151,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:snnp",7595,0,2888,0,136,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:gambela",2313,0,868,0,32,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:affar",2699,0,1072,0,45,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:diredawa",1766,0,669,0,23,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:tigray",4392,0,1592,0,48,0,0,"previous_primary","ET51FL","ETH"
"ETH:ET51FL:amhara",8272,0,2573,0,192,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:addisababa",2357,0,710,0,23,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:harari",2732,0,836,0,38,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:somali",4057,0,1281,0,57,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:benishangulgumuz",3950,0,1218,0,81,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:oromiya",11052,0,3347,0,184,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:snnp",9977,0,3076,0,188,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:gambela",3085,0,929,0,48,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:affar",3618,0,1153,0,62,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:diredawa",2287,0,713,0,37,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET51FL:tigray",5720,0,1686,0,74,0,0,"eligible_MAP","ET51FL","ETH"
"ETH:ET61FL:amhara",7685,7685,2285,2285,98,98,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:addisababa",2350,2350,731,731,15,15,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:harari",3853,3853,1161,1161,52,52,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:somali",6124,6124,1845,1845,86,86,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:benishangulgumuz",5829,5829,1734,1734,106,106,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:oromiya",10024,10024,3050,3050,128,128,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:snnp",9783,9783,2971,2971,143,143,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:tigray",7116,7116,2114,2114,93,93,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:affar",6607,6607,1952,1952,104,104,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:gambela",4890,4890,1504,1504,92,92,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:diredawa",4051,4051,1204,1204,41,41,0,"previous_primary","ET61FL","ETH"
"ETH:ET61FL:amhara",7685,7685,2285,2285,98,98,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:addisababa",2350,2350,731,731,15,15,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:harari",3853,3853,1161,1161,52,52,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:somali",6124,6124,1845,1845,86,86,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:benishangulgumuz",5829,5829,1734,1734,106,106,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:oromiya",10024,10024,3050,3050,128,128,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:snnp",9783,9783,2971,2971,143,143,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:tigray",7116,7116,2114,2114,93,93,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:affar",6607,6607,1952,1952,104,104,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:gambela",4890,4890,1504,1504,92,92,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET61FL:diredawa",4051,4051,1204,1204,41,41,0,"eligible_MAP","ET61FL","ETH"
"ETH:ET71FL:oromiya",9333,9333,2853,2853,101,101,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:somali",8727,8727,2613,2613,112,112,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:amhara",5952,5952,1796,1796,52,52,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:affar",6047,6047,1790,1790,98,98,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:diredawa",3235,3235,988,988,36,36,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:benishangulgumuz",5286,5286,1603,1603,75,75,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:addisababa",2519,2519,743,743,15,15,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:snnp",7858,7858,2398,2398,82,82,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:gambela",4329,4329,1294,1294,55,55,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:harari",3461,3461,1054,1054,43,43,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:tigray",5958,5958,1816,1816,42,42,0,"previous_primary","ET71FL","ETH"
"ETH:ET71FL:oromiya",9333,9333,2853,2853,101,101,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:somali",8727,8727,2613,2613,112,112,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:amhara",5952,5952,1796,1796,52,52,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:affar",6047,6047,1790,1790,98,98,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:diredawa",3235,3235,988,988,36,36,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:benishangulgumuz",5286,5286,1603,1603,75,75,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:addisababa",2519,2519,743,743,15,15,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:snnp",7858,7858,2398,2398,82,82,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:gambela",4329,4329,1294,1294,55,55,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:harari",3461,3461,1054,1054,43,43,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET71FL:tigray",5958,5958,1816,1816,42,42,0,"eligible_MAP","ET71FL","ETH"
"ETH:ET81FL:tigray",2605,2605,765,765,14,14,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:afar",3726,3726,1069,1069,35,35,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:amhara",2872,2872,872,872,26,26,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:oromia",4272,4272,1294,1294,45,45,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:somali",3840,3840,1170,1170,59,59,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:benishangulgumuz",2955,2955,911,911,52,52,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:snnpr",4254,4254,1299,1299,28,28,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:gambela",2700,2700,824,824,39,39,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:harari",2659,2659,797,797,28,28,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:addisababa",1550,1550,445,445,6,6,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:diredawa",2364,2364,721,721,30,30,0,"previous_primary","ET81FL","ETH"
"ETH:ET81FL:tigray",2605,2605,765,765,14,14,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:afar",3726,3726,1069,1069,35,35,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:amhara",2872,2872,872,872,26,26,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:oromia",4272,4272,1294,1294,45,45,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:somali",3840,3840,1170,1170,59,59,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:benishangulgumuz",2955,2955,911,911,52,52,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:snnpr",4254,4254,1299,1299,28,28,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:gambela",2700,2700,824,824,39,39,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:harari",2659,2659,797,797,28,28,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:addisababa",1550,1550,445,445,6,6,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET81FL:diredawa",2364,2364,721,721,30,30,0,"eligible_MAP","ET81FL","ETH"
"ETH:ET8AFL:sidama",5111,5111,1488,1488,32,32,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:afar",7931,7931,2230,2230,96,96,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:southwestethiopia",4820,4820,1393,1393,35,35,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:harari",3431,3431,975,975,35,35,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:benishangulgumuz",4489,4489,1291,1291,57,57,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:oromia",7999,7999,2313,2313,68,68,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:amhara",5216,5216,1438,1438,25,25,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:gambella",4348,4348,1236,1236,19,19,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:centralethiopia",5680,5680,1619,1619,29,29,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:somali",9020,9020,2475,2475,52,52,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:southethiopia",6580,6580,1859,1859,60,60,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:tigray",5728,5728,1650,1650,58,58,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:diredawa",3228,3228,914,914,28,28,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:addisababa",3093,3093,842,842,12,12,0,"previous_primary","ET8AFL","ETH"
"ETH:ET8AFL:sidama",5346,5111,1612,1488,38,32,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:afar",8325,7931,2423,2230,104,96,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:southwestethiopia",5102,4820,1520,1393,40,35,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:harari",3627,3431,1082,975,38,35,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:benishangulgumuz",4783,4489,1427,1291,65,57,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:oromia",8467,7999,2535,2313,74,68,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:amhara",5647,5216,1628,1438,31,25,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:gambella",4625,4348,1356,1236,21,19,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:centralethiopia",5931,5680,1750,1619,35,29,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:somali",9524,9020,2699,2475,55,52,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:southethiopia",6962,6580,2068,1859,64,60,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:tigray",6163,5728,1862,1650,68,58,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:diredawa",3419,3228,1018,914,30,28,0,"eligible_MAP","ET8AFL","ETH"
"ETH:ET8AFL:addisababa",3253,3093,928,842,13,12,0,"eligible_MAP","ET8AFL","ETH"
"GAB:GA41FL:librevilleportgentil",224,0,190,0,6,0,0,"eligible_MAP","GA41FL","GAB"
"GAB:GA41FL:north",346,0,259,0,16,0,0,"eligible_MAP","GA41FL","GAB"
"GAB:GA41FL:east",374,0,286,0,5,0,0,"eligible_MAP","GA41FL","GAB"
"GAB:GA41FL:west",230,0,191,0,1,0,0,"eligible_MAP","GA41FL","GAB"
"GAB:GA41FL:south",334,0,243,0,6,0,0,"eligible_MAP","GA41FL","GAB"
"GAB:GA61FL:ogoouelolo",3074,3074,926,926,25,25,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:ngounie",3758,3758,1133,1133,47,47,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:libervilleportgentil",4575,4575,1380,1380,40,40,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:moyenogooue",2519,2519,749,749,9,9,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:ogooueivindo",5045,5045,1496,1496,71,71,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:ogoouemaritime",2289,2289,685,685,19,19,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:estuaire",3052,3052,919,919,36,36,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:woleuntem",2501,2501,771,771,31,31,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:nyanga",3052,3052,911,911,25,25,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:hautogooue",3615,3615,1072,1072,27,27,0,"previous_primary","GA61FL","GAB"
"GAB:GA61FL:ogoouelolo",3074,3074,926,926,25,25,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:ngounie",3758,3758,1133,1133,47,47,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:libervilleportgentil",4583,4583,1383,1383,40,40,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:moyenogooue",2519,2519,749,749,9,9,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:ogooueivindo",5058,5058,1500,1500,72,72,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:ogoouemaritime",2289,2289,685,685,19,19,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:estuaire",3057,3057,920,920,36,36,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:woleuntem",2501,2501,771,771,31,31,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:nyanga",3052,3052,911,911,25,25,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA61FL:hautogooue",3615,3615,1072,1072,27,27,0,"eligible_MAP","GA61FL","GAB"
"GAB:GA71FL:ngounie",2774,2774,820,820,15,15,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:nyanga",2567,2567,762,762,20,20,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:hautogooue",3447,3447,1002,1002,23,23,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:portgentil",3446,3446,1003,1003,18,18,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:ogooueivindo",3951,3951,1187,1187,54,54,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:liberville",3507,3507,1038,1038,15,15,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:ogoouelolo",3831,3831,1134,1134,46,46,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:estuaire",2903,2903,851,851,26,26,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:woleuntem",3809,3809,1122,1122,47,47,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:ogoouemaritime",3342,3342,979,979,16,16,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:moyenogooue",2858,2858,847,847,11,11,0,"previous_primary","GA71FL","GAB"
"GAB:GA71FL:ngounie",2774,2774,820,820,15,15,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:nyanga",2567,2567,762,762,20,20,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:hautogooue",3447,3447,1002,1002,23,23,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:portgentil",3446,3446,1003,1003,18,18,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:ogooueivindo",3951,3951,1187,1187,54,54,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:liberville",3507,3507,1038,1038,15,15,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:ogoouelolo",3831,3831,1134,1134,46,46,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:estuaire",2903,2903,851,851,26,26,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:woleuntem",3809,3809,1122,1122,47,47,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:ogoouemaritime",3342,3342,979,979,16,16,0,"eligible_MAP","GA71FL","GAB"
"GAB:GA71FL:moyenogooue",2858,2858,847,847,11,11,0,"eligible_MAP","GA71FL","GAB"
"GHA:GH4BFL:western",942,0,501,0,24,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:eastern",939,0,481,0,12,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:ashanti",1550,0,838,0,30,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:central",683,0,358,0,10,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:northern",1684,0,892,0,38,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:greateraccra",947,0,499,0,11,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:uppereast",779,0,427,0,8,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:volta",707,0,377,0,17,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:brongahafo",1234,0,662,0,26,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:upperwest",1011,0,539,0,23,0,0,"previous_primary","GH4BFL","GHA"
"GHA:GH4BFL:western",1385,0,504,0,30,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:eastern",1356,0,485,0,18,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:ashanti",2322,0,842,0,36,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:central",1008,0,360,0,13,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:northern",2460,0,898,0,50,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:greateraccra",1354,0,501,0,18,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:uppereast",1154,0,428,0,9,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:volta",1014,0,379,0,20,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:brongahafo",1840,0,667,0,32,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH4BFL:upperwest",1460,0,544,0,32,0,0,"eligible_MAP","GH4BFL","GHA"
"GHA:GH5AFL:western",1589,1589,490,490,12,12,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:central",1164,1164,362,362,18,18,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:greateraccra",1564,1564,470,470,17,17,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:volta",1389,1389,438,438,9,9,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:eastern",1477,1477,443,443,17,17,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:ashanti",2550,2550,759,759,28,28,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:brongahafo",1477,1477,446,446,15,15,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:northern",2538,2538,775,775,55,55,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:uppereast",1356,1356,411,411,12,12,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:upperwest",1596,1596,504,504,34,34,0,"previous_primary","GH5AFL","GHA"
"GHA:GH5AFL:western",1589,1589,490,490,12,12,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:central",1182,1182,369,369,19,19,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:greateraccra",1573,1573,472,472,17,17,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:volta",1398,1398,441,441,9,9,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:eastern",1477,1477,443,443,17,17,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:ashanti",2565,2565,764,764,29,29,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:brongahafo",1486,1486,448,448,15,15,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:northern",2538,2538,775,775,55,55,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:uppereast",1356,1356,411,411,12,12,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH5AFL:upperwest",1608,1608,507,507,34,34,0,"eligible_MAP","GH5AFL","GHA"
"GHA:GH72FL:western",3295,3295,996,996,21,21,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:eastern",3204,3204,974,974,38,38,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:ashanti",3449,3449,1021,1021,40,40,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:central",3356,3356,1016,1016,31,31,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:northern",4958,4958,1516,1516,70,70,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:volta",2732,2732,839,839,26,26,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:brongahafo",3771,3771,1121,1121,28,28,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:uppereast",3130,3130,937,937,20,20,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:upperwest",2845,2845,889,889,39,39,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:greateraccra",2612,2612,787,787,12,12,0,"previous_primary","GH72FL","GHA"
"GHA:GH72FL:western",3295,3295,996,996,21,21,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:eastern",3204,3204,974,974,38,38,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:ashanti",3449,3449,1021,1021,40,40,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:central",3356,3356,1016,1016,31,31,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:northern",4958,4958,1516,1516,70,70,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:volta",2732,2732,839,839,26,26,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:brongahafo",3771,3771,1121,1121,28,28,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:uppereast",3130,3130,937,937,20,20,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:upperwest",2845,2845,889,889,39,39,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH72FL:greateraccra",2612,2612,787,787,12,12,0,"eligible_MAP","GH72FL","GHA"
"GHA:GH8CFL:western",2653,2653,782,782,17,17,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:central",2943,2943,881,881,24,24,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:greateraccra",2661,2661,801,801,10,10,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:volta",2297,2297,683,683,6,6,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:eastern",2546,2546,755,755,14,14,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:ashanti",3463,3463,1018,1018,22,22,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:westernnorth",2547,2547,761,761,9,9,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:ahafo",2933,2933,867,867,11,11,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:bono",2552,2552,746,746,15,15,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:bonoeast",3693,3693,1100,1100,26,26,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:oti",3575,3575,1076,1076,37,37,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:northern",5694,5694,1677,1677,32,32,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:savannah",4559,4559,1337,1337,35,35,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:northeast",4777,4777,1413,1413,17,17,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:uppereast",3426,3426,1020,1020,22,22,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:upperwest",3412,3412,995,995,24,24,0,"previous_primary","GH8CFL","GHA"
"GHA:GH8CFL:western",2653,2653,782,782,17,17,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:central",2943,2943,881,881,24,24,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:greateraccra",2661,2661,801,801,10,10,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:volta",2297,2297,683,683,6,6,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:eastern",2546,2546,755,755,14,14,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:ashanti",3463,3463,1018,1018,22,22,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:westernnorth",2547,2547,761,761,9,9,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:ahafo",2933,2933,867,867,11,11,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:bono",2552,2552,746,746,15,15,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:bonoeast",3693,3693,1100,1100,26,26,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:oti",3575,3575,1076,1076,37,37,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:northern",5694,5694,1677,1677,32,32,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:savannah",4559,4559,1337,1337,35,35,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:northeast",4777,4777,1413,1413,17,17,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:uppereast",3426,3426,1020,1020,22,22,0,"eligible_MAP","GH8CFL","GHA"
"GHA:GH8CFL:upperwest",3412,3412,995,995,24,24,0,"eligible_MAP","GH8CFL","GHA"
"GIN:GN52FL:boke",3466,0,1351,0,72,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:kankan",4383,0,1688,0,134,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:labe",2721,0,1043,0,45,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:faranah",3682,0,1374,0,87,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:mamou",2755,0,1040,0,72,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:nzerekore",4021,0,1513,0,108,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:conakry",2379,0,898,0,30,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:kindia",3932,0,1467,0,107,0,0,"previous_primary","GN52FL","GIN"
"GIN:GN52FL:boke",4665,0,1480,0,107,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:kankan",5701,0,1818,0,162,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:labe",3605,0,1133,0,72,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:faranah",4783,0,1471,0,107,0,0,"eligible_MAP","GN52FL","GIN"
"GIN:GN52FL:mamou",3606,0,1121,0,94,0,0,"eligible_MAP","GN52FL","GIN"
