"fit_id","age_band","pfpr_pct","log_hazard_ratio","standard_error","lower_95","upper_95","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","within_observed_support","within_central_support","reference_within_observed_support"
"original","24-35",63.5,0.0644672120121292,0.0757781525868196,-0.0840579670580373,0.212992391082296,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",64,0.0635681117709355,0.0761284703011348,-0.0856436900192886,0.21277991356116,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",64.5,0.0626863377844422,0.0764960286066628,-0.0872458782846168,0.212618553853501,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",65,0.0618216084057935,0.0768850353299767,-0.0888730608409609,0.212516277652548,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",65.5,0.0609736419881325,0.0772997988688166,-0.0905339637947481,0.212481247771013,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",66,0.0601421568846029,0.0777446966479232,-0.0922374485453266,0.212521762314532,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",66.5,0.059326871448348,0.0782241420723554,-0.0939924470134686,0.212646189910165,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",67,0.0585275040325114,0.0787425501796105,-0.0958078943195252,0.212862902384548,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",67.5,0.0577437729902369,0.0793043023004043,-0.0976926595185555,0.213180205499029,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",68,0.0569753966746677,0.0799137101426502,-0.0996554752049267,0.213606268554262,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",68.5,0.0562220934389473,0.0805749798079562,-0.101704866984647,0.214149053862541,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",69,0.0554835816362193,0.0812921763284598,-0.103849083967562,0.21481624724,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",69.5,0.0547595796196272,0.0820691893678593,-0.106096031541377,0.215615190780631,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",70,0.0540498057423146,0.0829097007587344,-0.108453207744805,0.216552819229434,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
