"svkey","iso3","survey_year","band","month","age_months","person_months_w","person_months_n","deaths_w","deaths_n"
"SN7AFL","SEN",2015,"<1 month",9,0,622.481056,674,4.762176,8
"SN7IFL","SEN",2016,"<1 month",9,0,601.904152,658,9.279749,13
"BJ71FL","BEN",2017,"<1 month",9,0,125.80027,113,3.374441,3
"SN7ZFL","SEN",2017,"<1 month",9,0,1125.566175,1182,34.71844,38
"CM71FL","CMR",2018,"<1 month",9,0,194.225892,120,7.959155,4
"GN71FL","GIN",2018,"<1 month",9,0,83.823286,104,3.899793,4
"ML7AFL","MLI",2018,"<1 month",9,0,869.359389,833,35.841957,33
"NG7BFL","NGA",2018,"<1 month",9,0,1120.259463,916,50.789125,38
"SN81FL","SEN",2018,"<1 month",9,0,627.252949,695,8.615135,12
"GM81FL","GMB",2019,"<1 month",9,0,759.63264,827,36.195359,40
"SN8BFL","SEN",2019,"<1 month",9,0,598.660639,620,12.207219,14
"MR71FL","MRT",2020,"<1 month",9,0,978.580072,960,27.166116,27
"BF81FL","BFA",2021,"<1 month",9,0,1024.406668,950,11.90011,13
"ML8AFL","MLI",2023,"<1 month",9,0,1548.401204,1498,38.935854,36
"SN8SFL","SEN",2023,"<1 month",9,0,932.24553,989,13.937374,18
"NG8BFL","NGA",2024,"<1 month",9,0,908.837767999998,696,44.294768,31
"ML41FL","MLI",2001,"<1 month",10,0,1087.651563,985,46.092646,44
"BF43FL","BFA",2003,"<1 month",10,0,844.669481,769,35.054161,27
"NG4BFL","NGA",2003,"<1 month",10,0,120.311386,98,4.307603,4
"CM44FL","CMR",2004,"<1 month",10,0,138.49534,83,1.57786,1
"TD41FL","TCD",2004,"<1 month",10,0,276.630035,310,8.343395,12
"GN52FL","GIN",2005,"<1 month",10,0,81.264137,82,0,0
"SN4AFL","SEN",2005,"<1 month",10,0,1022.030708,1031,25.399228,28
"BJ51FL","BEN",2006,"<1 month",10,0,96.898278,85,2.718161,3
"ML53FL","MLI",2006,"<1 month",10,0,1032.48703,1035,58.575219,43
"NI51FL","NER",2006,"<1 month",10,0,934.013519,856,29.753081,22
"NG53FL","NGA",2008,"<1 month",10,0,469.138928,410,27.186268,20
"SN5AFL","SEN",2008,"<1 month",10,0,1540.419733,1616,27.424149,40
"BF62FL","BFA",2010,"<1 month",10,0,1271.595443,1189,29.398413,28
"NG61FL","NGA",2010,"<1 month",10,0,256.141106,194,4.355812,3
"SN61FL","SEN",2010,"<1 month",10,0,1115.558814,1190,28.571413,35
"CM61FL","CMR",2011,"<1 month",10,0,202.858489,134,0,0
"BJ61FL","BEN",2012,"<1 month",10,0,39.322173,44,0.464202,1
"GN62FL","GIN",2012,"<1 month",10,0,73.870978,86,6.558615,6
"ML6AFL","MLI",2012,"<1 month",10,0,915.818116,914,24.807461,25
"NI61FL","NER",2012,"<1 month",10,0,874.40405,816,18.942742,16
"SN6DFL","SEN",2012,"<1 month",10,0,721.115436,736,19.680858,20
"GM61FL","GMB",2013,"<1 month",10,0,771.714337999999,776,19.457239,19
"NG6AFL","NGA",2013,"<1 month",10,0,920.882014000003,754,27.911878,25
"SN71FL","SEN",2014,"<1 month",10,0,681.42759,748,15.162229,18
"TD71FL","TCD",2014,"<1 month",10,0,787.582028,902,14.875557,14
"SN7AFL","SEN",2015,"<1 month",10,0,704.510632,745,8.127884,10
"SN7IFL","SEN",2016,"<1 month",10,0,650.884786,705,8.359629,15
"BJ71FL","BEN",2017,"<1 month",10,0,175.945208,159,2.786829,3
"SN7ZFL","SEN",2017,"<1 month",10,0,1131.975577,1222,26.185451,27
"CM71FL","CMR",2018,"<1 month",10,0,123.400724,87,0.780921,1
"GN71FL","GIN",2018,"<1 month",10,0,103.223423,122,0.99392,1
"ML7AFL","MLI",2018,"<1 month",10,0,689.818725,648,8.704469,8
"NG7BFL","NGA",2018,"<1 month",10,0,886.510695999998,710,49.959945,36
"SN81FL","SEN",2018,"<1 month",10,0,636.920383,677,10.099866,14
"GM81FL","GMB",2019,"<1 month",10,0,851.255126,908,21.560413,20
"SN8BFL","SEN",2019,"<1 month",10,0,558.212015,613,13.414079,15
"MR71FL","MRT",2020,"<1 month",10,0,1025.224066,1016,18.440125,24
"BF81FL","BFA",2021,"<1 month",10,0,1008.741748,925,15.305984,12
"ML8AFL","MLI",2023,"<1 month",10,0,1363.202931,1324,24.040283,22
"SN8SFL","SEN",2023,"<1 month",10,0,982.608204,1023,16.883738,14
"NG8BFL","NGA",2024,"<1 month",10,0,976.227151999998,753,34.952896,29
"ML41FL","MLI",2001,"<1 month",11,0,954.307928,975,74.591116,70
"BF43FL","BFA",2003,"<1 month",11,0,668.608233,607,25.3397,25
"NG4BFL","NGA",2003,"<1 month",11,0,129.413837,112,10.244685,9
"CM44FL","CMR",2004,"<1 month",11,0,150.85044,90,1.57786,1
"TD41FL","TCD",2004,"<1 month",11,0,226.549367,258,8.860516,11
"GN52FL","GIN",2005,"<1 month",11,0,72.090277,73,2.088519,2
"SN4AFL","SEN",2005,"<1 month",11,0,1027.376999,1082,38.267221,42
"BJ51FL","BEN",2006,"<1 month",11,0,67.412969,61,1.252948,1
"ML53FL","MLI",2006,"<1 month",11,0,839.821407,810,27.05432,28
"NI51FL","NER",2006,"<1 month",11,0,593.307234,585,20.58374,14
"NG53FL","NGA",2008,"<1 month",11,0,356.420897,320,18.93846,15
"SN5AFL","SEN",2008,"<1 month",11,0,1275.083783,1377,31.891792,38
"BF62FL","BFA",2010,"<1 month",11,0,1106.114756,1030,40.864256,37
"NG61FL","NGA",2010,"<1 month",11,0,150.328876,114,0.999028,1
"SN61FL","SEN",2010,"<1 month",11,0,988.813746,1052,23.147841,26
"CM61FL","CMR",2011,"<1 month",11,0,188.501274,123,8.322415,5
"BJ61FL","BEN",2012,"<1 month",11,0,28.229708,30,0,0
"GN62FL","GIN",2012,"<1 month",11,0,56.736664,67,3.853283,4
"ML6AFL","MLI",2012,"<1 month",11,0,740.896829,737,20.236605,19
"NI61FL","NER",2012,"<1 month",11,0,731.875368,692,15.801537,15
"SN6DFL","SEN",2012,"<1 month",11,0,592.720963,632,8.08568,11
"GM61FL","GMB",2013,"<1 month",11,0,703.837054,733,9.735351,11
"NG6AFL","NGA",2013,"<1 month",11,0,633.33968,523,29.922431,26
"SN71FL","SEN",2014,"<1 month",11,0,574.910854,640,6.735457,11
"TD71FL","TCD",2014,"<1 month",11,0,618.73057,712,13.041663,15
"SN7AFL","SEN",2015,"<1 month",11,0,579.9362,611,19.281698,21
"SN7IFL","SEN",2016,"<1 month",11,0,562.458764,598,12.699616,12
"BJ71FL","BEN",2017,"<1 month",11,0,131.300654,115,3.047532,2
"SN7ZFL","SEN",2017,"<1 month",11,0,1013.144739,1087,24.070838,24
"CM71FL","CMR",2018,"<1 month",11,0,113.796663,79,4.785429,3
"GN71FL","GIN",2018,"<1 month",11,0,87.052697,108,0.410983,1
"ML7AFL","MLI",2018,"<1 month",11,0,627.847013,578,6.922112,7
"NG7BFL","NGA",2018,"<1 month",11,0,826.388169999999,649,59.448087,29
"SN81FL","SEN",2018,"<1 month",11,0,596.185921,648,17.183815,14
"GM81FL","GMB",2019,"<1 month",11,0,727.127399,782,28.430734,31
"SN8BFL","SEN",2019,"<1 month",11,0,479.873088,507,11.019013,11
"MR71FL","MRT",2020,"<1 month",11,0,895.023031,878,16.011506,21
"BF81FL","BFA",2021,"<1 month",11,0,820.577776,780,6.195729,7
"ML8AFL","MLI",2023,"<1 month",11,0,1398.529261,1372,48.191253,46
"SN8SFL","SEN",2023,"<1 month",11,0,896.570909,902,19.824044,23
"NG8BFL","NGA",2024,"<1 month",11,0,1017.092633,725,47.516415,31
"ML41FL","MLI",2001,"<1 month",12,0,1177.909266,1151,58.595966,61
"BF43FL","BFA",2003,"<1 month",12,0,701.891761,632,20.952689,19
"NG4BFL","NGA",2003,"<1 month",12,0,129.130032,119,4.432376,6
"CM44FL","CMR",2004,"<1 month",12,0,145.40208,88,1.57786,1
"TD41FL","TCD",2004,"<1 month",12,0,178.291901,230,5.445731,7
"GN52FL","GIN",2005,"<1 month",12,0,50.925964,55,0,0
"SN4AFL","SEN",2005,"<1 month",12,0,1025.24671,1059,41.252645,45
"BJ51FL","BEN",2006,"<1 month",12,0,64.386307,56,5.219515,5
"ML53FL","MLI",2006,"<1 month",12,0,873.774532,862,36.489469,35
"NI51FL","NER",2006,"<1 month",12,0,700.869327,694,21.316218,18
"NG53FL","NGA",2008,"<1 month",12,0,468.752556,397,23.301982,19
"SN5AFL","SEN",2008,"<1 month",12,0,991.200785,1085,34.04146,35
"BF62FL","BFA",2010,"<1 month",12,0,1018.892303,948,33.86788,29
"NG61FL","NGA",2010,"<1 month",12,0,101.068384,74,1.974831,1
"SN61FL","SEN",2010,"<1 month",12,0,1022.513361,1038,24.648189,27
"CM61FL","CMR",2011,"<1 month",12,0,208.724925,131,5.779878,4
"BJ61FL","BEN",2012,"<1 month",12,0,33.292667,38,0,0
"GN62FL","GIN",2012,"<1 month",12,0,65.857261,75,2.640501,3
"ML6AFL","MLI",2012,"<1 month",12,0,522.084915,532,19.803485,24
"NI61FL","NER",2012,"<1 month",12,0,847.441108,769,16.76511,18
"SN6DFL","SEN",2012,"<1 month",12,0,606.501573,618,15.724166,12
"GM61FL","GMB",2013,"<1 month",12,0,718.19758,685,13.048198,13
"NG6AFL","NGA",2013,"<1 month",12,0,887.563783000003,703,41.905287,36
"SN71FL","SEN",2014,"<1 month",12,0,544.644485,571,10.598329,13
"TD71FL","TCD",2014,"<1 month",12,0,600.5237,656,18.049367,21
"SN7AFL","SEN",2015,"<1 month",12,0,618.501555,626,7.929411,8
"SN7IFL","SEN",2016,"<1 month",12,0,542.941576,585,8.773695,8
"BJ71FL","BEN",2017,"<1 month",12,0,126.060398,110,1.033609,1
"SN7ZFL","SEN",2017,"<1 month",12,0,1093.06326,1135,28.750551,24
"CM71FL","CMR",2018,"<1 month",12,0,119.541581,80,0,0
"GN71FL","GIN",2018,"<1 month",12,0,106.349085,129,0.702624,1
"ML7AFL","MLI",2018,"<1 month",12,0,638.768506,601,17.060327,21
"NG7BFL","NGA",2018,"<1 month",12,0,658.894298000001,551,17.972894,17
"SN81FL","SEN",2018,"<1 month",12,0,576.177767,603,5.969243,7
"GM81FL","GMB",2019,"<1 month",12,0,716.667463,766,16.413176,28
"SN8BFL","SEN",2019,"<1 month",12,0,545.044703,583,20.931311,22
"MR71FL","MRT",2020,"<1 month",12,0,1056.071493,1100,21.332598,26
"BF81FL","BFA",2021,"<1 month",12,0,878.812544,842,7.347613,9
"ML8AFL","MLI",2023,"<1 month",12,0,1404.817081,1344,40.323646,39
"SN8SFL","SEN",2023,"<1 month",12,0,964.337063,986,24.277151,28
"NG8BFL","NGA",2024,"<1 month",12,0,1000.068488,737,59.730802,40
"ML41FL","MLI",2001,"1-5 months",1,1,1109.310904,1080,6.378341,8
"BF43FL","BFA",2003,"1-5 months",1,1,680.939072,613,0,0
"NG4BFL","NGA",2003,"1-5 months",1,1,124.697656,113,1.704361,1
"CM44FL","CMR",2004,"1-5 months",1,1,143.82422,87,1.57786,1
"TD41FL","TCD",2004,"1-5 months",1,1,172.84617,223,0.459473,1
"GN52FL","GIN",2005,"1-5 months",1,1,50.925964,55,0,0
"SN4AFL","SEN",2005,"1-5 months",1,1,983.994065,1014,5.170842,6
"BJ51FL","BEN",2006,"1-5 months",1,1,59.166792,51,0,0
"ML53FL","MLI",2006,"1-5 months",1,1,837.285063,827,8.302244,7
"NI51FL","NER",2006,"1-5 months",1,1,686.537397,686,1.412526,2
"NG53FL","NGA",2008,"1-5 months",1,1,445.450574,378,1.682436,1
"SN5AFL","SEN",2008,"1-5 months",1,1,911.952241,984,4.683846,7
"BF62FL","BFA",2010,"1-5 months",1,1,985.024423,919,1.218609,2
"NG61FL","NGA",2010,"1-5 months",1,1,99.0935529999999,73,1.85212,1
"SN61FL","SEN",2010,"1-5 months",1,1,985.903132,1000,1.341277,2
"CM61FL","CMR",2011,"1-5 months",1,1,202.945047,127,0,0
"BJ61FL","BEN",2012,"1-5 months",1,1,31.559036,36,0,0
"GN62FL","GIN",2012,"1-5 months",1,1,63.21676,72,0,0
"ML6AFL","MLI",2012,"1-5 months",1,1,477.215846,477,2.145852,2
"NI61FL","NER",2012,"1-5 months",1,1,830.675998,751,7.700395,7
"SN6DFL","SEN",2012,"1-5 months",1,1,577.150149,594,0,0
"GM61FL","GMB",2013,"1-5 months",1,1,705.149382,672,2.275757,2
"NG6AFL","NGA",2013,"1-5 months",1,1,845.658496000002,667,3.530378,3
"SN71FL","SEN",2014,"1-5 months",1,1,527.838199,558,2.239807,2
"TD71FL","TCD",2014,"1-5 months",1,1,576.609028,628,0.164727,1
"SN7AFL","SEN",2015,"1-5 months",1,1,610.572144,618,0.563835,1
"SN7IFL","SEN",2016,"1-5 months",1,1,534.167881,577,0.744615,1
"BJ71FL","BEN",2017,"1-5 months",1,1,113.392216,98,0,0
"SN7ZFL","SEN",2017,"1-5 months",1,1,1064.312709,1111,2.673259,2
"CM71FL","CMR",2018,"1-5 months",1,1,119.541581,80,0,0
"GN71FL","GIN",2018,"1-5 months",1,1,105.646461,128,0,0
"ML7AFL","MLI",2018,"1-5 months",1,1,621.708179,580,1.483334,1
"NG7BFL","NGA",2018,"1-5 months",1,1,640.921404000002,534,0,0
"SN81FL","SEN",2018,"1-5 months",1,1,570.208524,596,4.288429,5
"GM81FL","GMB",2019,"1-5 months",1,1,697.66164,728,0.470245,1
"SN8BFL","SEN",2019,"1-5 months",1,1,524.113392,561,0,0
"MR71FL","MRT",2020,"1-5 months",1,1,1021.965249,1068,1.882119,1
"BF81FL","BFA",2021,"1-5 months",1,1,871.464931,833,1.38302,1
"ML8AFL","MLI",2023,"1-5 months",1,1,1365.830146,1307,6.891065,9
"SN8SFL","SEN",2023,"1-5 months",1,1,940.059912,958,1.14649,2
"NG8BFL","NGA",2024,"1-5 months",1,1,932.171298999999,684,3.305024,2
"ML41FL","MLI",2001,"1-5 months",2,1,987.740217,913,4.691044,5
"BF43FL","BFA",2003,"1-5 months",2,1,633.056215,555,3.391071,4
"NG4BFL","NGA",2003,"1-5 months",2,1,246.034973,202,0,0
"CM44FL","CMR",2004,"1-5 months",2,1,209.23126,127,0,0
"TD41FL","TCD",2004,"1-5 months",2,1,118.956217,170,0,0
"GN52FL","GIN",2005,"1-5 months",2,1,95.587175,105,0,0
"SN4AFL","SEN",2005,"1-5 months",2,1,1073.965366,1077,7.917746,8
"BJ51FL","BEN",2006,"1-5 months",2,1,107.618195,101,0,0
"ML53FL","MLI",2006,"1-5 months",2,1,1103.463836,1106,3.299883,3
"NI51FL","NER",2006,"1-5 months",2,1,790.178282,756,4.985339,5
"NG53FL","NGA",2008,"1-5 months",2,1,824.047465000007,746,4.739546,5
"SN5AFL","SEN",2008,"1-5 months",2,1,1011.226254,971,3.30158,5
"BF62FL","BFA",2010,"1-5 months",2,1,1016.532713,929,1.070834,1
"NG61FL","NGA",2010,"1-5 months",2,1,141.661681,108,0,0
"SN61FL","SEN",2010,"1-5 months",2,1,821.304073,870,1.802016,3
"CM61FL","CMR",2011,"1-5 months",2,1,216.165542,145,1.312085,1
"BJ61FL","BEN",2012,"1-5 months",2,1,152.622426,168,0,0
"GN62FL","GIN",2012,"1-5 months",2,1,122.961668,138,0,0
"ML6AFL","MLI",2012,"1-5 months",2,1,700.010814,685,3.669792,3
"NI61FL","NER",2012,"1-5 months",2,1,1479.863952,1452,5.763435,6
"SN6DFL","SEN",2012,"1-5 months",2,1,483.954334,527,0.968874,2
"GM61FL","GMB",2013,"1-5 months",2,1,743.525995,727,0,0
"NG6AFL","NGA",2013,"1-5 months",2,1,1272.966434,1065,2.238865,2
"SN71FL","SEN",2014,"1-5 months",2,1,554.682435,590,1.076882,1
"TD71FL","TCD",2014,"1-5 months",2,1,613.982989,694,2.63362,4
"SN7AFL","SEN",2015,"1-5 months",2,1,581.788778,581,0.505448,1
"SN7IFL","SEN",2016,"1-5 months",2,1,538.210902,578,0.432277,1
"BJ71FL","BEN",2017,"1-5 months",2,1,152.48308,132,0,0
"SN7ZFL","SEN",2017,"1-5 months",2,1,1019.113085,1059,1.765305,2
"CM71FL","CMR",2018,"1-5 months",2,1,134.976652,89,3.582788,2
"GN71FL","GIN",2018,"1-5 months",2,1,173.267979,211,1.476544,1
"ML7AFL","MLI",2018,"1-5 months",2,1,712.171343,712,0.25083,1
"NG7BFL","NGA",2018,"1-5 months",2,1,911.242500999999,732,2.333317,2
"SN81FL","SEN",2018,"1-5 months",2,1,467.686348,541,1.372941,2
"GM81FL","GMB",2019,"1-5 months",2,1,666.646398,747,2.559082,2
"SN8BFL","SEN",2019,"1-5 months",2,1,503.367214,542,0,0
"MR71FL","MRT",2020,"1-5 months",2,1,1005.315208,976,3.605038,5
"BF81FL","BFA",2021,"1-5 months",2,1,917.989198,862,3.315441,4
"ML8AFL","MLI",2023,"1-5 months",2,1,1162.386706,1170,2.04534,2
"SN8SFL","SEN",2023,"1-5 months",2,1,951.741805,946,0,0
"NG8BFL","NGA",2024,"1-5 months",2,1,768.782528999999,545,7.021692,4
"ML41FL","MLI",2001,"1-5 months",3,1,929.712425,836,4.800123,4
"BF43FL","BFA",2003,"1-5 months",3,1,766.020088,634,1.363268,2
"NG4BFL","NGA",2003,"1-5 months",3,1,179.96539,151,0,0
"CM44FL","CMR",2004,"1-5 months",3,1,168.74246,103,0,0
"TD41FL","TCD",2004,"1-5 months",3,1,201.551148,228,0,0
"GN52FL","GIN",2005,"1-5 months",3,1,125.814293,131,0.960386,1
"SN4AFL","SEN",2005,"1-5 months",3,1,912.835368,940,3.055181,5
"BJ51FL","BEN",2006,"1-5 months",3,1,140.290071,122,0,0
"ML53FL","MLI",2006,"1-5 months",3,1,1254.362697,1221,4.933162,6
"NI51FL","NER",2006,"1-5 months",3,1,938.504677,855,2.248826,2
"NG53FL","NGA",2008,"1-5 months",3,1,771.031334000006,701,4.563034,5
"SN5AFL","SEN",2008,"1-5 months",3,1,916.627341,960,3.21138,5
"BF62FL","BFA",2010,"1-5 months",3,1,1000.358191,911,0.804354,1
"NG61FL","NGA",2010,"1-5 months",3,1,144.576121,104,0.625018,1
"SN61FL","SEN",2010,"1-5 months",3,1,802.756874,864,2.356461,2
"CM61FL","CMR",2011,"1-5 months",3,1,281.394473,176,0,0
"BJ61FL","BEN",2012,"1-5 months",3,1,50.28254,55,0.930265,1
"GN62FL","GIN",2012,"1-5 months",3,1,131.36213,154,0,0
"ML6AFL","MLI",2012,"1-5 months",3,1,735.842629,721,3.903438,5
"NI61FL","NER",2012,"1-5 months",3,1,1381.461157,1288,3.864673,4
"SN6DFL","SEN",2012,"1-5 months",3,1,483.560988,530,0.908381,1
"GM61FL","GMB",2013,"1-5 months",3,1,675.650596,673,0.481671,1
"NG6AFL","NGA",2013,"1-5 months",3,1,1334.42339800001,1119,1.754282,1
"SN71FL","SEN",2014,"1-5 months",3,1,547.174649,584,0,0
"TD71FL","TCD",2014,"1-5 months",3,1,633.514502,701,3.315173,3
"SN7AFL","SEN",2015,"1-5 months",3,1,525.454892,589,1.260476,2
"SN7IFL","SEN",2016,"1-5 months",3,1,501.72702,521,4.636328,3
"BJ71FL","BEN",2017,"1-5 months",3,1,110.992467,101,0.577868,1
"SN7ZFL","SEN",2017,"1-5 months",3,1,849.937247,916,0.207304,1
"CM71FL","CMR",2018,"1-5 months",3,1,160.945149,110,0,0
"GN71FL","GIN",2018,"1-5 months",3,1,201.55236,242,1.476544,1
"ML7AFL","MLI",2018,"1-5 months",3,1,777.621026,745,0.533817,2
"NG7BFL","NGA",2018,"1-5 months",3,1,1018.671724,852,4.290624,3
"SN81FL","SEN",2018,"1-5 months",3,1,436.358694,467,0.168826,1
"GM81FL","GMB",2019,"1-5 months",3,1,590.606536,624,1.268035,1
"SN8BFL","SEN",2019,"1-5 months",3,1,405.194258,436,0.119779,1
"MR71FL","MRT",2020,"1-5 months",3,1,837.407588,818,1.840734,2
"BF81FL","BFA",2021,"1-5 months",3,1,728.301081,685,2.701995,3
"ML8AFL","MLI",2023,"1-5 months",3,1,1013.69695,1051,7.42213,6
"SN8SFL","SEN",2023,"1-5 months",3,1,735.407687,812,0.827568,1
"NG8BFL","NGA",2024,"1-5 months",3,1,773.075011999999,556,2.976908,2
"ML41FL","MLI",2001,"1-5 months",4,1,1025.096212,939,11.572421,10
"BF43FL","BFA",2003,"1-5 months",4,1,825.637717,732,11.493622,8
"NG4BFL","NGA",2003,"1-5 months",4,1,241.009735,191,2.990303,2
"CM44FL","CMR",2004,"1-5 months",4,1,194.703,118,1.90538,1
"TD41FL","TCD",2004,"1-5 months",4,1,204.272061,261,8.459242,5
"GN52FL","GIN",2005,"1-5 months",4,1,147.59728,154,0,0
"SN4AFL","SEN",2005,"1-5 months",4,1,788.796991,824,2.34523,3
"BJ51FL","BEN",2006,"1-5 months",4,1,116.744064,103,0,0
"ML53FL","MLI",2006,"1-5 months",4,1,1285.714243,1300,4.111047,5
"NI51FL","NER",2006,"1-5 months",4,1,914.541761,801,6.604137,5
"NG53FL","NGA",2008,"1-5 months",4,1,808.922918000007,741,1.905666,2
"SN5AFL","SEN",2008,"1-5 months",4,1,1076.356266,1071,2.24291,3
"BF62FL","BFA",2010,"1-5 months",4,1,1140.86686,1048,1.16997,1
"NG61FL","NGA",2010,"1-5 months",4,1,163.62881,120,0,0
"SN61FL","SEN",2010,"1-5 months",4,1,824.811354,913,0.726221,1
"CM61FL","CMR",2011,"1-5 months",4,1,227.591431,153,0,0
"BJ61FL","BEN",2012,"1-5 months",4,1,33.694033,39,1.561661,1
"GN62FL","GIN",2012,"1-5 months",4,1,112.449013,130,0,0
"ML6AFL","MLI",2012,"1-5 months",4,1,890.027458,896,2.193157,2
"NI61FL","NER",2012,"1-5 months",4,1,1524.201671,1453,3.49287,3
"SN6DFL","SEN",2012,"1-5 months",4,1,467.67769,519,0.622974,1
"GM61FL","GMB",2013,"1-5 months",4,1,703.507317,673,0,0
"NG6AFL","NGA",2013,"1-5 months",4,1,1265.70588300001,1094,5.721144,5
"SN71FL","SEN",2014,"1-5 months",4,1,483.82363,524,2.361787,3
"TD71FL","TCD",2014,"1-5 months",4,1,669.9385,760,3.922283,4
"SN7AFL","SEN",2015,"1-5 months",4,1,479.659992,504,0.588914,1
"SN7IFL","SEN",2016,"1-5 months",4,1,454.473511,516,2.085643,3
"BJ71FL","BEN",2017,"1-5 months",4,1,151.30966,138,1.203587,1
"SN7ZFL","SEN",2017,"1-5 months",4,1,852.001356,934,2.347713,3
"CM71FL","CMR",2018,"1-5 months",4,1,181.433907,122,0,0
"GN71FL","GIN",2018,"1-5 months",4,1,258.240486,310,0.97066,1
"ML7AFL","MLI",2018,"1-5 months",4,1,861.400242,812,1.389759,2
"NG7BFL","NGA",2018,"1-5 months",4,1,1062.342007,895,4.198526,4
"SN81FL","SEN",2018,"1-5 months",4,1,494.246671,528,1.124067,1
"GM81FL","GMB",2019,"1-5 months",4,1,676.642885,713,1.100526,2
"SN8BFL","SEN",2019,"1-5 months",4,1,435.16995,457,0.856578,1
"MR71FL","MRT",2020,"1-5 months",4,1,780.005017,790,3.106874,4
"BF81FL","BFA",2021,"1-5 months",4,1,858.092048,789,0.809057,1
"ML8AFL","MLI",2023,"1-5 months",4,1,1291.86123,1210,2.3777,1
"SN8SFL","SEN",2023,"1-5 months",4,1,822.639536,899,3.325414,2
"NG8BFL","NGA",2024,"1-5 months",4,1,888.582024999999,675,7.216307,3
"ML41FL","MLI",2001,"1-5 months",5,1,997.995465,911,8.031721,8
"BF43FL","BFA",2003,"1-5 months",5,1,869.600594,765,5.790033,4
"NG4BFL","NGA",2003,"1-5 months",5,1,191.592434,154,0.998464,1
"CM44FL","CMR",2004,"1-5 months",5,1,172.821,106,1.57786,1
"TD41FL","TCD",2004,"1-5 months",5,1,211.138194,270,0,0
"GN52FL","GIN",2005,"1-5 months",5,1,85.634319,91,0,0
"SN4AFL","SEN",2005,"1-5 months",5,1,705.932026,740,2.154067,2
"BJ51FL","BEN",2006,"1-5 months",5,1,139.54815,125,0,0
"ML53FL","MLI",2006,"1-5 months",5,1,1327.87189,1259,8.453717,7
"NI51FL","NER",2006,"1-5 months",5,1,804.186944,720,0,0
"NG53FL","NGA",2008,"1-5 months",5,1,839.218703000007,748,0,0
"SN5AFL","SEN",2008,"1-5 months",5,1,904.10682,1021,0.45131,1
"BF62FL","BFA",2010,"1-5 months",5,1,1323.425716,1205,0.969876,1
"NG61FL","NGA",2010,"1-5 months",5,1,161.659903,113,0,0
"SN61FL","SEN",2010,"1-5 months",5,1,716.189319,800,2.227463,3
"CM61FL","CMR",2011,"1-5 months",5,1,191.669425,128,0,0
"BJ61FL","BEN",2012,"1-5 months",5,1,40.166412,47,1.086337,1
"GN62FL","GIN",2012,"1-5 months",5,1,116.100774,143,0,0
"ML6AFL","MLI",2012,"1-5 months",5,1,923.819231,924,6.535567,5
"NI61FL","NER",2012,"1-5 months",5,1,1273.682189,1203,1.662081,2
"SN6DFL","SEN",2012,"1-5 months",5,1,429.228387,460,0.635305,1
"GM61FL","GMB",2013,"1-5 months",5,1,563.332505,576,0,0
"NG6AFL","NGA",2013,"1-5 months",5,1,1167.322918,984,5.268293,6
"SN71FL","SEN",2014,"1-5 months",5,1,406.713051,465,0.470238,1
"TD71FL","TCD",2014,"1-5 months",5,1,581.695128,688,3.767604,3
"SN7AFL","SEN",2015,"1-5 months",5,1,398.526442,449,0.751638,2
"SN7IFL","SEN",2016,"1-5 months",5,1,380.049158,439,1.343861,2
"BJ71FL","BEN",2017,"1-5 months",5,1,160.946484,142,1.052469,1
"SN7ZFL","SEN",2017,"1-5 months",5,1,795.421317,881,0,0
"CM71FL","CMR",2018,"1-5 months",5,1,167.663187,113,0.780921,1
"GN71FL","GIN",2018,"1-5 months",5,1,242.630918,303,0,0
"ML7AFL","MLI",2018,"1-5 months",5,1,994.944163,927,1.39205,1
"NG7BFL","NGA",2018,"1-5 months",5,1,1044.218749,858,6.27933,7
"SN81FL","SEN",2018,"1-5 months",5,1,421.6376,499,2.105218,2
"GM81FL","GMB",2019,"1-5 months",5,1,567.726737,587,0,0
"SN8BFL","SEN",2019,"1-5 months",5,1,418.443104,478,0.930535,3
"MR71FL","MRT",2020,"1-5 months",5,1,781.70989,771,3.78303,3
"BF81FL","BFA",2021,"1-5 months",5,1,1060.324299,954,2.564123,2
"ML8AFL","MLI",2023,"1-5 months",5,1,1374.145286,1359,7.114191,5
"SN8SFL","SEN",2023,"1-5 months",5,1,732.43603,787,4.542084,4
"NG8BFL","NGA",2024,"1-5 months",5,1,978.359925999999,738,2.804444,2
"ML41FL","MLI",2001,"1-5 months",6,1,900.582952,860,5.94016,7
"BF43FL","BFA",2003,"1-5 months",6,1,863.038681,764,1.445234,1
"NG4BFL","NGA",2003,"1-5 months",6,1,160.150563,136,1.345028,1
"CM44FL","CMR",2004,"1-5 months",6,1,129.23622,79,0,0
"TD41FL","TCD",2004,"1-5 months",6,1,280.434879,303,0.72159,1
"GN52FL","GIN",2005,"1-5 months",6,1,63.549203,67,0.65012,1
"SN4AFL","SEN",2005,"1-5 months",6,1,638.742485,682,2.61492,4
"BJ51FL","BEN",2006,"1-5 months",6,1,145.971306,132,0,0
"ML53FL","MLI",2006,"1-5 months",6,1,1421.582616,1397,5.258621,5
"NI51FL","NER",2006,"1-5 months",6,1,752.874743,686,7.407393,6
"NG53FL","NGA",2008,"1-5 months",6,1,803.140281000006,759,2.063358,2
"SN5AFL","SEN",2008,"1-5 months",6,1,810.764617,929,0.825038,2
"BF62FL","BFA",2010,"1-5 months",6,1,1251.549173,1149,5.209969,5
